writing_id,topic_id,task_topic,task_type,essay_text,move_sequence,c2_writing_id,c2_topic_id,c2_task_topic,c2_sequence,c2_structural_summary,edit_distance,feedback_rag,feedback_baseline,feedback_oneshot
5326,4,Describing your family in an email,descriptive,"Go for Option 1. Go to ghe venue to make sure it's suitable. Bottom line is $10,000. Really want a live band, can compromise on food and drink.",Social_Closing -> Narrative_Experience -> Opinion_Evaluation -> Opinion_Evaluation,821279,46,Writing an email of advice,Opinion_Evaluation -> Social_Closing -> Opinion_Evaluation -> Opinion_Evaluation -> Opinion_Evaluation,"The sequence contains 5 moves. It uses these move types: Opinion_Evaluation, Social_Closing. Repeated runs: Opinion_Evaluation x3. It begins with Opinion_Evaluation and ends with Opinion_Evaluation.",2,"YOUR CURRENT STRUCTURE:
Your writing starts with talking about going to a venue and ends by saying you really want a live band. You repeat your opinion several times.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers often vary their structure by mixing different types of moves, like evaluating opinions and closing the conversation.

ONE THING TO TRY:
Try starting with an opinion about what you want for the event, then move to describing how you plan to check the venue. This will give your writing more variety. Use Opinion_Evaluation at the beginning to set the tone.","Hi there! It’s great that you’re writing about your family. Your essay has a good start, but let's make it clearer. You could begin by introducing yourself and saying who you're writing to. Then, talk about your family members one by one. At the end, mention what you like about them. This way, your message will be easier to understand. Keep going, you’re doing well!","Great start! You've written two sentences, which is good. Try adding a sentence at the beginning to introduce your topic, like ""I want to tell you about my family."" Then, use short sentences to describe each part of your family, like ""My mom is nice and works hard. My dad is tall and likes sports."" This will make it easier for the reader to understand. Keep up the good work!"
5423,1,Introducing yourself by email,narrative,"Hello. I'm fine,thank you. I'm from China. My name's Mo Jinfei,I'm thirty-nine years old. Bye. Mo Jinfei.",Social_Opening -> Social_Closing -> Self_Introduction -> Self_Introduction -> Social_Closing -> Social_Closing,968592,44,Writing a resume,Information_Reporting -> Social_Closing -> Opinion_Evaluation -> Social_Closing -> Social_Closing,"The sequence contains 5 moves. It uses these move types: Information_Reporting, Social_Closing, Opinion_Evaluation. Repeated runs: Social_Closing x2. It begins with Information_Reporting and ends with Social_Closing.",3,"YOUR CURRENT STRUCTURE:
You start with a social opening and then introduce yourself twice. You end your message with two closings.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers typically structure their messages more clearly by including information reporting or describing something about themselves between the openings and closings.

ONE THING TO TRY:
Add some details about what you are doing or why you are writing. For example, ""I am writing to introduce myself."" This would be an Information_Reporting move.","Hi Mo Jinfei! Great job introducing yourself. Your email has a good start and end. But we can make it clearer by adding some steps in between. For example, you could say something like ""I am very happy to introduce myself."" After that, explain why you are writing the email. Then, tell us more about yourself—where you're from, your name, and your age. Finally, end with a friendly closing. Keep practicing, and you'll get better!","Great job starting with ""Hello"" and mentioning you're fine! You did well by introducing yourself next. To make it even clearer, you could group your name and age together first, like this:

""Hello. I'm Mo Jinfei, thirty-nine years old. I'm from China.""

This way, it's easy for the reader to understand who you are right away. Keep up the good work!"
5485,6,Signing up for a dating website,narrative,"Hi. My name's Diego. I'm twenty-seven years old. I am tall and slim. I have big nose and small mouth. I have short, black hair and black eyes too. I'm young and happy!",Social_Opening -> Self_Introduction -> Self_Introduction -> Physical_Description -> Physical_Description -> Physical_Description -> Opinion_Evaluation,229357,44,Writing a resume,Information_Reporting -> Information_Reporting -> Information_Reporting -> Information_Reporting -> Physical_Description -> Physical_Description,"The sequence contains 6 moves. It uses these move types: Information_Reporting, Physical_Description. Repeated runs: Information_Reporting x4, Physical_Description x2. It begins with Information_Reporting and ends with Physical_Description.",5,"YOUR CURRENT STRUCTURE:
You start by introducing yourself and your age twice, then describe your physical appearance in three separate sentences.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers typically organize their information more clearly without repeating moves unnecessarily.

ONE THING TO TRY:
Try to combine the self-introduction into one sentence. This will make your essay clearer and easier to read. For example, you can say: ""Hi, my name is Diego, I am twenty-seven years old.""","Hi Diego!

Your writing is like telling a story about yourself! Good job! Here’s a suggestion to make it easier for others to understand:

1. Start by introducing yourself and your age: ""Hi. My name's Diego. I'm twenty-seven years old.""
2. Then, talk about what you look like: ""I am tall and slim. I have big eyes and a small mouth. My hair is short and black, and my eyes are also black too.""
3. End with how you feel: ""I'm young and happy!""

This way, your story flows better! Keep up the good work!","Great job telling us about yourself! You started with your name and age, which is good. Then you described what you look like and how you feel. This is a clear order that helps the reader understand who you are. Keep up the good work by staying organized like this!"
5511,3,Writing an online profile,narrative,"Hello! My name's Leda. I'm forty-five years old. I'm from So Paulo, in Brazil. It's a nice city. See you. Bye!",Social_Opening -> Self_Introduction -> Self_Introduction -> Self_Introduction -> Narrative_Experience -> Social_Closing -> Social_Closing,1071769,44,Writing a resume,Social_Opening -> Social_Opening -> Social_Closing -> Social_Closing,"The sequence contains 4 moves. It uses these move types: Social_Opening, Social_Closing. Repeated runs: Social_Opening x2, Social_Closing x2. It begins with Social_Opening and ends with Social_Closing.",4,"YOUR CURRENT STRUCTURE:
You start by saying hello and introducing yourself twice. Then you mention your age and hometown before ending with a social closing.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers typically have clearer beginnings and endings without repeating themselves as much.

ONE THING TO TRY:
Try to start with just one self-introduction, like ""Hello! My name's Leda."" Then add your age and hometown in the next sentence. This will make your introduction more concise and clear.","Great job starting your profile! You've done well by introducing yourself and giving a little bit of information. Here's a suggestion to make it even clearer:

Try adding a sentence about what you like or enjoy doing in So Paulo. For example: ""I'm forty-five years old, from So Paulo, Brazil. It's a nice city with lots of interesting places to explore!""

You're on the right track! Keep practicing and sharing more about yourself.","Great job starting with ""Hello!"" and introducing yourself! You’ve shared your name, age, and city clearly. To make it even better, you could add a sentence about what you like about the city or something interesting about yourself. This will give your profile more personality. Keep up the good work!"
5700,3,Writing an online profile,narrative,"Hi! My name's Inez. I'm fifty-five years old. I'm from Brazil, I live in Recife. Where are you from and where do you live? Bye! Inez",Social_Opening -> Self_Introduction -> Self_Introduction -> Self_Introduction -> Self_Introduction -> Social_Closing -> Social_Closing,1071769,44,Writing a resume,Social_Opening -> Social_Opening -> Social_Closing -> Social_Closing,"The sequence contains 4 moves. It uses these move types: Social_Opening, Social_Closing. Repeated runs: Social_Opening x2, Social_Closing x2. It begins with Social_Opening and ends with Social_Closing.",4,"YOUR CURRENT STRUCTURE:
You start by greeting and introducing yourself four times, then ask a question twice before ending with a farewell.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers typically structure their writing with clear beginnings and ends, often using fewer repeated moves.

ONE THING TO TRY:
Try to make your profile more varied by including one or two sentences about what you like doing in Recife. This will help keep the reader interested and add more detail to your introduction (Social_Opening).","Hi Inez!

Your writing is getting better! You’ve started with an introduction and mentioned your name, age, and where you live. That’s great! It would be nice to add a bit more about yourself, like what you like to do or any hobbies. Also, answering the question about where they are from can make it more interesting.

Keep up the good work!

Bye for now!
Inez","Great job starting with your name and age! It's good to ask readers about themselves too. You could add a bit more information next time, like where you live or what you do. Ending with ""Bye!"" is a bit abrupt. Try to keep it friendly but not too short. Keep practicing!"
5724,3,Writing an online profile,narrative,"Hi! My name's Cristiane. I'm forty-one years old. I'm from Londrina, in Brazil. Nice to meet you. Goodbye!",Social_Opening -> Self_Introduction -> Self_Introduction -> Self_Introduction -> Social_Opening -> Social_Closing,988368,44,Writing a resume,Social_Opening -> Information_Reporting -> Social_Closing,"The sequence contains 3 moves. It uses these move types: Social_Opening, Information_Reporting, Social_Closing. It begins with Social_Opening and ends with Social_Closing.",4,"YOUR CURRENT STRUCTURE:
You start by greeting and introducing yourself three times, then say goodbye.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers typically include more information about themselves in a clearer structure.

ONE THING TO TRY:
Try adding one sentence to tell us something interesting about yourself. This will be an Information_Reporting move, helping you share more about who you are.","Great job starting your profile with a greeting! Your next step could be to introduce yourself more by adding a few details. Maybe include what you like to do or something interesting about yourself. Ending with ""Goodbye!"" is a bit abrupt; instead, consider closing with a friendly note, like ""Take care!"" This helps make the profile feel more complete and warm. Keep practicing!","Great job! You've included all the important parts in your profile. It's easy to understand how you introduce yourself first, then mention where you're from. Adding a little more detail about what you do could make it even better. Keep up the good work!"
5726,5,Updating your online profile,narrative,"Hi, my name is Cristiane. I'm forty-one years old. I'm from BrasilSPBrazil. I live in Londrina. I'm a psicologistSPpsychologist and I work in a hospital. I like my job.Bye.",Self_Introduction -> Self_Introduction -> Self_Introduction -> Self_Introduction -> Information_Reporting -> Social_Closing,603194,41,Writing a movie plot,Information_Reporting -> Information_Reporting -> Social_Closing,"The sequence contains 3 moves. It uses these move types: Information_Reporting, Social_Closing. Repeated runs: Information_Reporting x2. It begins with Information_Reporting and ends with Social_Closing.",4,"YOUR CURRENT STRUCTURE:
You start by introducing yourself four times and then provide some information about your job and a social closing.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers usually present more varied information in fewer self-introductions.

ONE THING TO TRY:
Try saying hello once, introduce yourself briefly, and then focus on the important details about your job. This is called Information_Reporting.","Great job, Cristiane! Your essay has all the main information. It’s like telling a small story about yourself. You started by introducing yourself and where you're from. Then, you shared your age, profession, and work. Finally, you said you like your job. That's perfect for an A1 level!

Next time, you could add a little more detail or a closing thought to make it even better. Maybe you could say why you enjoy your job or share something fun about yourself! Keep up the good work!","Great job, Cristiane! You told us your name first, then your age, where you live, and what you do. This is easy to follow. To make it even better, you could group the information about your work together at the end. Like this:

""Hi, my name is Cristiane. I'm forty-one years old. I'm from Brazil and I live in Londrina. I'm a psychologist and I work in a hospital. I like my job.""

Keep up the good work!"
5778,6,Signing up for a dating website,narrative,"Hi, my name is Roberto. I'm a 37PH37 years old. I have a DshortPU, brown hair and brown eyes. I'm short and slim. I have strong arms and short legs. I'm very happy.",Self_Introduction -> Self_Introduction -> Physical_Description -> Physical_Description -> Physical_Description -> Opinion_Evaluation,58621,45,Writing on the family blog,Self_Introduction -> Self_Introduction -> Narrative_Experience -> Physical_Description -> Physical_Description -> Physical_Description -> Physical_Description -> Physical_Description -> Self_Introduction -> Opinion_Evaluation,"The sequence contains 10 moves. It uses these move types: Self_Introduction, Narrative_Experience, Physical_Description, Opinion_Evaluation. Repeated runs: Self_Introduction x2, Physical_Description x5. It begins with Self_Introduction and ends with Opinion_Evaluation.",4,"YOUR CURRENT STRUCTURE:
You start by introducing yourself twice and then describe your physical appearance five times. You end by saying you are happy.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers usually include more variety in their structure, such as sharing a personal experience or describing the website you plan to sign up for.

ONE THING TO TRY:
Try adding one sentence about why you want to use a dating website. This can help make your writing more interesting and relevant. It’s like telling us why you are signing up!","Hi Roberto!

Your writing is getting better! You started by introducing yourself, which is great. Next time, try to make your sentences flow more smoothly. For example, you could combine ""I'm a 37 years old"" into one sentence: ""I am 37 years old."" Also, instead of listing all the details about your appearance, pick two or three main features that are important to you and focus on those.

Overall, keep up the good work! You're doing great with sharing information.","Great job, Roberto! You've shared some nice information about yourself. To make your profile even clearer, you could group your physical description together and then describe how you feel. For example:

Hi, my name is Roberto.
I am 37 years old.
I have short brown hair and brown eyes.
I am short and slim with strong arms and short legs.
I feel very happy.

This helps the reader understand your description better. Keep up the good work!"
5819,1,Introducing yourself by email,narrative,"Hello, Anna! Nice to meet you. Fine, thanks. How are you? My name's Dbora. I'm 28 years old. Bye!",Social_Opening -> Social_Opening -> Social_Closing -> Social_Opening -> Self_Introduction -> Self_Introduction -> Social_Closing,1071769,44,Writing a resume,Social_Opening -> Social_Opening -> Social_Closing -> Social_Closing,"The sequence contains 4 moves. It uses these move types: Social_Opening, Social_Closing. Repeated runs: Social_Opening x2, Social_Closing x2. It begins with Social_Opening and ends with Social_Closing.",3,"YOUR CURRENT STRUCTURE:
You start with two social openings, then introduce yourself, and end with a closing. You repeat the social opening again at the end.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers use fewer social openings and closings in their emails.

ONE THING TO TRY:
Try using just one social opening at the beginning to set a friendly tone. This will help you focus more on introducing yourself.","Great job starting with a greeting and introducing yourself! However, let's make it a bit clearer. You could add some transitions to show different ideas. For example:

""Hello, Anna! Nice to meet you.

First, I would like to introduce myself. My name is Dbora and I am 28 years old.

Then, I'd ask how you are doing: How are you?

Finally, a friendly closing: Bye for now!""

This helps organize your ideas better. Keep up the good work!","Great start! You greeted Anna and introduced yourself nicely. Next time, try adding more about yourself—like your age and where you're from. Then finish with a friendly closing. It will make your email feel fuller and more complete. Keep up the good work!"
5918,1,Introducing yourself by email,narrative,"Hello .PU!I'm fine IS,  thank'sXCthanks  , PU.  what CWhat about you?.My name's Alberto and I'm 40 XCforty years old. It's a pleasure MWto talk to you.Bye, see you!WOSee you. ISBye!",Social_Opening -> Self_Introduction -> Social_Closing -> Social_Closing,1071769,44,Writing a resume,Social_Opening -> Social_Opening -> Social_Closing -> Social_Closing,"The sequence contains 4 moves. It uses these move types: Social_Opening, Social_Closing. Repeated runs: Social_Opening x2, Social_Closing x2. It begins with Social_Opening and ends with Social_Closing.",1,"YOUR CURRENT STRUCTURE:
You start by opening the conversation and then introduce yourself. You repeat the social opening at the end, followed by another closing.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers often use a single social opening at the beginning to set the tone for the entire message.

ONE THING TO TRY:
Try using just one social opening at the start of your email. For example: ""Hello! I'm fine, thank you. What about you?"" This will help keep your message clear and focused.","Great job starting your email! It’s good to see you're introducing yourself. Here are a few tips to make it clearer:

1. Start with a proper greeting: ""Hello!""
2. Say more about how you are doing: ""I'm fine, thank you.""
3. Ask a question nicely: ""How are you?""
4. Introduce yourself properly: ""My name is Alberto and I am forty years old.""
5. Thank them for talking to you.
6. End with a friendly closing: ""See you later!""

You did really well! Keep it up!","Great job starting with a greeting! You did well by introducing yourself next. It’s good to ask about the other person too. Try putting your questions together at the end, like ""How are you? What do you do?"" This makes it sound more natural. Keep practicing, and you’ll improve!"
5983,1,Introducing yourself by email,narrative,"Hello! I'm fine thanks, and you? My name's HARU. I'm 25years old. Have a nice day. Bye. HARU.",Social_Opening -> Social_Closing -> Self_Introduction -> Self_Introduction -> Social_Closing -> Social_Closing -> Social_Closing,968592,44,Writing a resume,Information_Reporting -> Social_Closing -> Opinion_Evaluation -> Social_Closing -> Social_Closing,"The sequence contains 5 moves. It uses these move types: Information_Reporting, Social_Closing, Opinion_Evaluation. Repeated runs: Social_Closing x2. It begins with Information_Reporting and ends with Social_Closing.",4,"YOUR CURRENT STRUCTURE:
You start by asking how the other person is doing and then introduce yourself. You say it again at the end, wish them a nice day, and bid farewell multiple times.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers typically include more information or details about themselves without repeating self-introduction.

ONE THING TO TRY:
Add one sentence about what you do or like to do. This can be your move type: Self_Introduction. For example, ""I'm a student who loves reading books.""",Great start! Your email has a good idea. It’s like telling a friend hello. You could add more about yourself though. Maybe say where you live or what you like to do. And it's nice to have a friendly closing. Try adding some of these things and see how your email grows!,"Great job starting with ""Hello!"" and asking how the other person is doing! It’s a friendly way to begin. You could add a bit more about yourself though, like your age and name. Then it would flow better. Maybe say something like, ""I'm 25 years old and my name is Haru."" Also, instead of just saying ""Have a nice day"" and ""Bye,"" you could end by wishing them well or saying goodbye in a nicer way. Keep practicing!"
5984,2,Taking inventory in the office,descriptive,"Dear Ms Thomas, There are 13 computers and 16 keyboards in the office. Also, there are 13 pens, 15 pencils, 12 desks, 14 chairs, 16 headphones and one table. thanks. bye.",Information_Reporting -> Information_Reporting -> Social_Closing -> Social_Closing,613957,42,Filling in an arrival card,Information_Reporting -> Information_Reporting -> Social_Closing -> Social_Closing,"The sequence contains 4 moves. It uses these move types: Information_Reporting, Social_Closing. Repeated runs: Information_Reporting x2, Social_Closing x2. It begins with Information_Reporting and ends with Social_Closing.",0,"YOUR CURRENT STRUCTURE:
You start by reporting information about computers and keyboards, then list other office items before saying goodbye twice.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers often separate different categories of items to make the text clearer and easier to follow.

ONE THING TO TRY:
Try listing items in groups, like grouping all the furniture together. This will help organize your writing better. Use Information_Reporting for each group.","Great job listing all the items in the office! Here’s a suggestion to make it even clearer:

1. Start with an introduction: ""There are many things in our office.""
2. Group similar items together:
   - Computers and keyboards: ""We have 13 computers and 16 keyboards.""
   - Writing tools: ""There are also 13 pens and 15 pencils.""
   - Furniture: ""We have 12 desks, 14 chairs, and one table.""
3. End with a thank you: ""Thanks for your attention.""

This makes it easier to read and understand!","Great job listing all the items in the office! You did a good job by separating different types of things like computers, pens, desks, and chairs. To make it even clearer, you could add a small sentence at the beginning to tell Ms Thomas what you are doing. For example, ""Hello Ms Thomas, I am taking inventory of the office items."" This helps explain why you wrote about each thing. Keep up the good work!"
6087,1,Introducing yourself by email,narrative,Hi !Anna ! My name's Wency ! I'm 23 years old . Nice to meet you ! Bye! Wency,Social_Opening -> Self_Introduction -> Self_Introduction -> Social_Opening -> Social_Closing -> Social_Closing,1071769,44,Writing a resume,Social_Opening -> Social_Opening -> Social_Closing -> Social_Closing,"The sequence contains 4 moves. It uses these move types: Social_Opening, Social_Closing. Repeated runs: Social_Opening x2, Social_Closing x2. It begins with Social_Opening and ends with Social_Closing.",2,"YOUR CURRENT STRUCTURE:
You start with a social opening, then introduce yourself twice, and end with two social closings.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers typically have more balanced openings and closings, using them just once each.

ONE THING TO TRY:
Try saying your name only once and include a single closing at the end. This will make your email clearer and more professional.","Hi Wency! 

Your email is short and friendly. You start by greeting Anna and introducing yourself. That’s good! But it would be nice to have a bit more information. Maybe add where you're from or what you like to do in your free time. Ending with ""Bye!"" is too quick. Try adding another sentence or two about something interesting about yourself before saying goodbye. Keep up the friendly tone!","Great start! You're introducing yourself and saying nice things. It's good to keep it short and friendly. Next time, you could add a bit more about yourself, like where you're from or what you like to do. Try grouping your information into 2-3 main ideas. Like this:

Hi! Anna! My name is Wency. I'm 23 years old. Nice to meet you!

You could also mention something about your interests or hobbies.

Keep up the good work!"
6227,8,Making a dinner party menu,descriptive,"Hi! This is the menu... Starter: Vegetables and cheese. Main course: Chicken, rice and meat. Drinks: Water and Juice. Dessert: Ice cream and chocolate. See you in the dinner!",Social_Opening -> Opinion_Evaluation -> Opinion_Evaluation -> Opinion_Evaluation -> Opinion_Evaluation -> Social_Closing,62889,48,Rescheduling an appointment,Social_Closing -> Social_Closing -> Opinion_Evaluation -> Opinion_Evaluation -> Opinion_Evaluation -> Opinion_Evaluation -> Social_Closing,"The sequence contains 7 moves. It uses these move types: Social_Closing, Opinion_Evaluation. Repeated runs: Social_Closing x2, Opinion_Evaluation x4. It begins with Social_Closing and ends with Social_Closing.",2,"YOUR CURRENT STRUCTURE:
You start with a greeting and then list your menu items without any clear order or grouping.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers often organize their ideas in a clearer sequence, such as starting with an opening statement about the dinner party.

ONE THING TO TRY:
Try beginning with a simple introduction like ""Hello! Tonight we will have..."" This helps set the context for your menu.","Hi! Great job with your menu ideas! Here’s a tip to make it even better: You could start by saying ""Hello and welcome!"" Then list each part of the meal separately. For example:

- Hello and welcome!
- Starter: Vegetables and cheese.
- Main course: Chicken, rice and meat.
- Drinks: Water and juice.
- Dessert: Ice cream and chocolate.

This way, it’s easier to understand each part of your dinner party. Keep up the good work!","Great job organizing your menu into different sections! Starting with ""Hi!"" and then listing starters, main course, drinks, and dessert helps keep things clear. One small improvement could be adding a sentence at the beginning to tell your reader this is for your dinner party menu. Keep up the good work!"
6381,3,Writing an online profile,narrative,"Hi! My name is Luca. I'm from Belluno, in Italy. I'm twentyone years old. Nice to meet you. Bye.",Social_Opening -> Self_Introduction -> Self_Introduction -> Self_Introduction -> Social_Opening -> Social_Closing,988368,44,Writing a resume,Social_Opening -> Information_Reporting -> Social_Closing,"The sequence contains 3 moves. It uses these move types: Social_Opening, Information_Reporting, Social_Closing. It begins with Social_Opening and ends with Social_Closing.",4,"YOUR CURRENT STRUCTURE:
You start by saying hello and introducing yourself. Then you repeat your introduction and say goodbye twice.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers typically share more information about themselves in one go before moving on to a closing remark.

ONE THING TO TRY:
Try sharing some hobbies or interests after introducing yourself, like ""I enjoy playing soccer and reading books."" This will help you give the reader a better idea of who you are.","Hi Luca!

Your writing is great! You've started with a friendly greeting and introduced yourself. It's good to see you're including important details like your name and age. 

Next time, try adding a bit more about what you do or enjoy. For example, you could say something like ""I love hiking in the mountains near my home."" This will help people get to know you better.

Remember, keep it simple and friendly! You did well, Luca!

Bye for now!","Great job starting with a friendly greeting! You could add a bit more about yourself to make your profile more interesting. Maybe include what you like to do or some hobbies. Right now, it’s a little short and doesn’t tell us much about Luca. Keep going, Luca!"
6430,3,Writing an online profile,narrative,"Hi Anna! My name's Michael. I'm forty-five years old. I'm from Cologne, in Germany Nice to meet you, too Best regards Michael",Social_Opening -> Self_Introduction -> Self_Introduction -> Self_Introduction,988368,44,Writing a resume,Social_Opening -> Information_Reporting -> Social_Closing,"The sequence contains 3 moves. It uses these move types: Social_Opening, Information_Reporting, Social_Closing. It begins with Social_Opening and ends with Social_Closing.",3,"YOUR CURRENT STRUCTURE:
You start with a social opening, then introduce yourself three times.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers typically report information more clearly and include a closing statement to wrap up the profile.

ONE THING TO TRY:
Try adding some details about yourself after introducing your name. For example, you could add one or two sentences about your interests or hobbies. This will make your profile more interesting and informative. You can use ""I like..."" or ""My favorite thing is..."".","Hi Michael!

Your message is a good start! It's like telling someone about yourself in a friendly way. Here’s how you can organize it better:

1. Start with ""Hi Anna!"" to greet her.
2. Introduce yourself: ""My name's Michael.""
3. Tell something more about yourself, like your age and where you’re from: ""I'm forty-five years old and I'm from Cologne, in Germany.""
4. End with a friendly closing: ""Nice to meet you, too!""

This makes it easier for Anna to understand and connect. Great job!","Great job, Michael! Your profile is clear and easy to read. You start by introducing yourself, which is good. Adding a little more information about what you do or your interests would make it even better. Keep up the good work!"
6473,8,Making a dinner party menu,descriptive,"Redaction Hello my friend, okay? today am I going to cook for you. I hope you enjoy my food! I'll do a chicken stroganoff, with white rice and a salad over fries cold to follow And who does not like stroganoff, I make a lasagna with minced meat and plenty of tomato sauce. The monitoring will be the same salad. Dessert will be passion fruit mousse.",Social_Opening -> Opinion_Evaluation -> Opinion_Evaluation -> Opinion_Evaluation -> Opinion_Evaluation -> Opinion_Evaluation,331887,47,Complaining about a meal,Opinion_Evaluation -> Opinion_Evaluation -> Opinion_Evaluation -> Opinion_Evaluation -> Opinion_Evaluation -> Opinion_Evaluation,The sequence contains 6 moves. It uses these move types: Opinion_Evaluation. Repeated runs: Opinion_Evaluation x6. It begins with Opinion_Evaluation and ends with Opinion_Evaluation.,1,"YOUR CURRENT STRUCTURE:
You started with a friendly greeting and then listed your menu items one by one without much organization.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers often introduce their ideas in a clearer order, like starting with the main dish before moving to side dishes and dessert.

ONE THING TO TRY:
Try organizing your menu into categories: start with the main course (chicken stroganoff), then list the sides (rice and salad), and finish with the dessert (passion fruit mousse). This helps your ideas flow better.","Hi there! Your essay is a good start. You've got the main idea of making a dinner party menu. Here’s a quick tip to make it even better: 

Try organizing your ideas into small paragraphs. For example:
- First paragraph: Talk about the chicken stroganoff, white rice, and salad.
- Second paragraph: Mention the lasagna with minced meat and tomato sauce.
- Third paragraph: Finish by describing the dessert—passion fruit mousse.

This will help make your writing clearer and easier to follow. Keep up the good work!","Great job organizing your menu into different sections! You did well by listing the dishes clearly. Next time, you could add a short sentence at the start to say this is your dinner party menu. For example, ""Here is my plan for the dinner party menu."" Keep up the good work!"
6636,1,Introducing yourself by email,narrative,"Hi Anna. Nice to meet you! My name i's Patricia. I'm fine, thanks. How are you? I'm 25 years old. Bye.",Social_Opening -> Social_Opening -> Self_Introduction -> Social_Closing -> Social_Opening -> Self_Introduction -> Social_Closing,1071769,44,Writing a resume,Social_Opening -> Social_Opening -> Social_Closing -> Social_Closing,"The sequence contains 4 moves. It uses these move types: Social_Opening, Social_Closing. Repeated runs: Social_Opening x2, Social_Closing x2. It begins with Social_Opening and ends with Social_Closing.",3,"YOUR CURRENT STRUCTURE:
You start with two social openings, then introduce yourself, and end with a social closing. You repeat the social opening at the beginning again before saying goodbye.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers typically use one social opening and one social closing to structure their emails more efficiently.

ONE THING TO TRY:
Try using only one social opening at the start and one social closing at the end. This will make your email clearer and more concise.","Great start! Your message is short but clear. You've introduced yourself and asked how Anna is doing. It’s good to keep it simple at this stage. To make it a bit better, you could add one more sentence about your interest in getting to know Anna or why you're writing. For example: ""I'm looking forward to learning more about you!"" This helps show you are interested and makes the message feel more complete. Keep up the good work!","Great start! You’ve introduced yourself and asked how Anna is doing. This is a good flow. Next time, you could add more information about yourself after asking how she is. Maybe share your age or where you're from. Then you can end with a friendly closing. Keep it simple and natural!"
6800,4,Describing your family in an email,descriptive,"Hi! Maria My name is Jane.I'm fourty-fivey years old.I'm from China.I live in Guangdong City. There are five people in my family; My husband, my duangther,my old brother,my sister and I.My husband is fifty-one,he's a boss. My old brother live in fushang,China.He's fourty-eigth. My sister live in Beijing;china.she's fourty. See you! Jane.",Social_Opening -> Self_Introduction -> Self_Introduction -> Self_Introduction -> Self_Introduction -> Social_Closing -> Social_Closing,339446,46,Writing an email of advice,Social_Opening -> Social_Closing -> Social_Closing -> Social_Closing,"The sequence contains 4 moves. It uses these move types: Social_Opening, Social_Closing. Repeated runs: Social_Closing x3. It begins with Social_Opening and ends with Social_Closing.",4,"YOUR CURRENT STRUCTURE:
You start by greeting Maria and introduce yourself. Then you keep introducing different parts of your information repeatedly.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers usually have a clearer structure with fewer repeated moves.

ONE THING TO TRY:
Try organizing your family members in one sentence, like ""There are five people in my family: my husband, daughter, old brother, sister, and me."" This helps keep the information clear without repeating yourself. This is a Social_Closing move type that summarizes your introduction.","Great job, Jane! You've done well to organize your family members and their ages. It's a good start to introduce each person in order. To make it even clearer, you could add some transition words like ""Firstly"" or ""Secondly."" This helps show the flow of information better. Keep up the good work!","Great start with introducing yourself! It’s good to see you include different parts of your family. To make it clearer, try adding a sentence or two about each family member after mentioning them. For example, ""My husband is 51 years old and works as the boss of a company."" This helps paint a fuller picture for Maria. Keep up the good work!"
