writing_id,cefr_level,topic_id,sentence_index,sentence,cluster_id,cluster_id_v2
1148302,B2,27,5,The population is outraged by the situation.,16,-1
1148302,B2,27,6,The government needs to do something.,21,-1
664377,B2,25,0,I'm ARa student.,21,43
664377,B2,25,1,I study medicine everyday at  RSthe UniversityCuniversity.,21,43
664377,B2,25,2,I love it because I will Dwant to be a doctor.,21,-1
664377,B2,25,3,"I will Dwant to help people, understand how to work PRon my body and  RSto teach the othersSIother people how to have a healthy life.",21,36
664377,B2,25,4,"I always talk with my pacientsSPpatience, but I rarely go toPRon business trips yet.",21,27
664377,B2,25,5,I usually sit on a desk and stay hearing my teacher to speak.%%,-1,42
350664,B2,26,0,Dear Housekeeper.,-1,8
350664,B2,26,1,Granny usually does laundry on Tuesday afternoon.,22,13
350664,B2,26,2,She sets the table at six o'clock every day.,-1,20
350664,B2,26,3,I always feet the dog at eight o'clock in the morning and I walk the dog in the afternoon every day.,4,9
350664,B2,26,4,Sean wathes movies on saturdays at five o'clock and he plays computer games every day.,23,19
1150085,B2,27,0,There was a murder in my city two years ago.,15,7
1150085,B2,27,1,A man threw someone outPR of theARa window.,15,7
1150085,B2,27,2,The police found someone in that same day and discovered it was a little girl.,15,7
1150085,B2,27,3,She was pushedPR out the window by her own father.,15,7
1150085,B2,27,4,The man was arrested a year later.,15,7
1150085,B2,27,5,It was really scary.,-1,-1
836166,B2,29,0,"October 3,AS 2013.",8,-1
836166,B2,29,1,"Dear Al.PU, Thank you for inviting me PRto aD dinner.",8,-1
836166,B2,29,2,I really enjoyed myself.,10,31
836166,B2,29,3,It was great.,10,34
836166,B2,29,4,The food was delicious.,28,39
836166,B2,29,5,AndCO and I had a really good time.,10,31
836166,B2,29,6,I hope that you can visit me soon.,10,16
836166,B2,29,7,Thanks again.,-1,5
836166,B2,29,8,"SincerelyPU, Tanya.D",-1,8
146244,B2,27,0,"Hi Perla, I'm planing SPplanningmy birthday party in mayCMay on thursdayCThursday 6th.",8,32
146244,B2,27,1,at 1:00 pm.,24,-1
146244,B2,27,2,I am sending out invitations onPRfrom No.# Yellow Street to ## of my friends and hope they are all coming.Dener and Ivan are bringing water and wine and Fabio is choosing some dancing music CD'sSPCDs for the party.I will buy a big one Dbirthday cake some fruits and cheese too.I hope you can come.Rodrigo.D,8,32
433926,B2,28,0,"Hi friend, thank's for all suggestions.",12,5
433926,B2,28,1,I like surfing but I can't go surfing because it's too difficult and dangerous.,7,23
433926,B2,28,2,I don't like scuba diving and sailing.,7,23
433926,B2,28,3,"I prefer soccer, I love playing soccer because it's too exciting.",7,23
433926,B2,28,4,I can't play any musical instruments but I like to listen that.,13,22
433926,B2,28,5,"Don't worry, We can getting a lot of CDs to play in the party.",13,22
433926,B2,28,6,See you soon.,10,16
1138790,B2,28,0,"I was born in Bolivia, after iCI graduated, staredWCstarted  to study medicine in the university.",21,43
1138790,B2,28,1,"When iCI finished, iCI traveled abroad.",-1,40
1138790,B2,28,2,I got my first job when iCI was 25 years.,21,28
1138790,B2,28,3,"After that, iCI move out from my friend's house.",-1,28
1138790,B2,28,4,RS I met my wife when iCI was studying in the university.,21,40
1138790,B2,28,5,We fell in love after we knewWCmet .,21,40
1138790,B2,28,6,"When we finished theWCour carrerSPcareer, we got married.",21,40
600897,B2,26,0,"Dear Mrs Deebie, Thank you for your help.",-1,5
600897,B2,26,1,RS This is my family is Droutine: Sean plays basketball eveySPevery afternoon.,23,25
600897,B2,26,2,He plays computer games at 6 pm.,23,19
600897,B2,26,3,Sean watches movies on SurtedaySPSaturday at 5 pm.,23,19
600897,B2,26,4,RS Granny does laundry on Tuesday afternoon.,22,13
600897,B2,26,5,She does gardening in the morning.,22,13
600897,B2,26,6,She sets the table at 6 pm.,24,20
600897,B2,26,7,RS You MWneed to feed the dog at 8AS am and again at 5AS pm every day.,4,9
600897,B2,26,8,You MWneed to walk the dog in the afternoon.%%,4,9
578633,B2,28,0,"I was born in 1960, in Santarm, Par, Brasil.",11,3
578633,B2,28,1,SPBrazil.,-1,8
578633,B2,28,2,I got my first car after begin VTbeginning the WC my study WC studies in university.,21,28
578633,B2,28,3,My first job wasMW as a  cachier.,21,28
578633,B2,28,4,"SP cashier.After iCI graduated, iCI MW went back at PR to the WC my parent's house.",21,-1
578633,B2,28,5,"We fell in love and married in 1990, when met NatashaWOI met Natasha in 1990 and we fell in love and married. .",21,40
578633,B2,28,6,"I had my first child in 1995, with Natasha.",20,-1
188416,B2,30,0,My name is Zhou Bin.,-1,2
188416,B2,30,1,I was born in 1974.IS When I was young I lived in Liao Ning but now I live in Xia Men.,21,-1
188416,B2,30,2,I studied badminton from 1989 to 1992 but now I don't play badminton.,7,23
188416,B2,30,3,I stopped playing badminton because it's too difficult.,7,23
188416,B2,30,4,I went to university when I was 20.,21,28
188416,B2,30,5,I studied EngineeringCengineering.,21,42
188416,B2,30,6,I graduated in 1997.,21,28
188416,B2,30,7,Now I MWam an engineer.,21,42
188416,B2,30,8,I started working in 1997 and I changed jobs in 2001.,21,28
188416,B2,30,9,I married my wife Gong in 2005.,21,40
188416,B2,30,10,We have no children.,20,25
188416,B2,30,11,I'm very happy now.,-1,29
188416,B2,30,12,I love my family and I love  Dmy job.,21,-1
1010080,B2,26,0,"March 3, 2014 To Miss.",8,35
1010080,B2,26,1,Michele I am writing to recommend Maria.,26,8
1010080,B2,26,2,I worked with Mrs. Maria for two years at EF John Benicio.,21,-1
1010080,B2,26,3,Miss.,-1,8
1010080,B2,26,4,Maria deaSPsea school teacher was John BenicioSPBerenice.,21,-1
1010080,B2,26,5,"She was very effective, creative and developing VTdevelopededucational projects.",21,36
1010080,B2,26,6,She also always participated in the educational activities.,21,36
1010080,B2,26,7,"Contact me at betororochaSPretrorocket.phSPf @ gmailSPmail.AS comCCom or my celuklarSPcellular 19 9512-SPe4888 Regards, BettoSPBetti Rock Former director John EFSPED BenicioSPBerenice.",21,27
551280,B2,32,0,"Hi Granny, How are you RS?",0,-1
551280,B2,32,1,lookCLook at my photos when I was inPRon hollidaySPholiday to Corsica last summer.,-1,-1
551280,B2,32,2,I'm on the beach near Bonifacio.,31,37
551280,B2,32,3,"We see behind me, the leighthouseSPlighthouse from Pertusato.",29,-1
551280,B2,32,4,A lot of sailboatPLsailboats navigate there.,30,-1
551280,B2,32,5,This is my boyfriend Luca on the second photo.,17,-1
551280,B2,32,6,"He is standing in a beautiful garden, we visitedMW it.",-1,-1
551280,B2,32,7,He has got brown eyes and looks handsome.,1,4
551280,B2,32,8,"We enjoedSPenjoyed to meet Alice and Thoma, two JapaneseMW people that are  very friendly.%%",-1,29
513050,B2,26,0,"Hi, I always make the bed in the morning after I get up , I always do the yoga at 8am, I walk the dog every morning, I love dog!",4,9
513050,B2,26,1,"I usually mop the floor on Wednesday, I like having the clean floor.",22,13
513050,B2,26,2,I do the laundry every day.,22,13
513050,B2,26,3,"I do the ironing on Sunday, so my clothes are ready for work the next day.",22,13
513050,B2,26,4,"I make dinner at 6pm every day, bucause I feel hungry about that time.",24,20
513050,B2,26,5,I usually wash the dishes after I eat dinner.I watch movie once week.,22,13
708721,B2,25,0,"My name is Ginette, and I am a civil servant.",27,2
708721,B2,25,1,I work in Paris at the town hall.,11,42
708721,B2,25,2,I have to take care toPRof the building where I work.,-1,-1
708721,B2,25,3,"I manage 8WCeight persons, I always talk on the phone.",21,27
708721,B2,25,4,"I read and write emails, sometimes I have meetingPLmeetings.",21,27
708721,B2,25,5,I sit at a desk.,-1,42
708721,B2,25,6,My office is very comfortable.,19,30
251129,B2,26,0,I get up at 7 o''clock.,24,21
251129,B2,26,1,I usually do the shopping on saturday morning.,-1,12
251129,B2,26,2,From monday to friday I often have a dinner at seven pm.,24,20
251129,B2,26,3,I often walk the dog at evening por 30 minutes and make exercises at a gym.,4,9
251129,B2,26,4,I never go jogging or make home works.,7,-1
181493,B2,26,0,I get up at 7:30 every day.,24,21
181493,B2,26,1,I usually have my breakfast at 8 o'clock.,24,21
181493,B2,26,2,I walk the dog in the morning every day.,4,9
181493,B2,26,3,I never mop the floor.,22,-1
181493,B2,26,4,I like playing tennis with my friends every Sunday in the morning.,7,19
181493,B2,26,5,I watch TV at night and I sometimes play computer games at night.,24,19
181493,B2,26,6,I go swimming once a week.,7,9
181493,B2,26,7,I often love eating out.,24,39
41277,B2,26,0,"Hi,our routines are,Sean play basketball every afternoon and plays computer games at 6pm every day.He watches movies on satudaySPsaturday at 5pm.Granny does laundry on tuesdaySPTuesday afternoon and does gardening in the morning.",23,19
41277,B2,26,1,She sets the table at 6pm every day.I feed the dog at 8pm and walk with it in the afternoon every day.Too feed the dog again at 5pm every day.By SPBye dear!,4,9
106565,B2,26,0,"Hi sally, would you please come home because ihave to go to my job and leave the dog and my chiledreni will leave at 9:30 am and i will return home at 7pm if you are comining please call me when you come back today to see if some body coming",-1,9
833899,B2,25,0,"I am aARan engineer assistant MWand I work in ARa factory RS,AS my work is about natureWCnatural gas.AS Normally I stand working and I rarely sit at a desk.",21,42
833899,B2,25,1,I often write emails to my boss but I never go on business trips.AS I don't like my job because my working is in the open air every day RS.AS SO it's too hot in summer and too cold in winter.,21,27
82244,B2,30,0,My name is Necati Seyda Umurca.,27,2
82244,B2,30,1,"I was born in 1988 in Fatih, Istanbul.",21,3
82244,B2,30,2,"Now, I'm living in Istanbul.",11,3
82244,B2,30,3,"When I was eight years old, my brother died.",20,-1
82244,B2,30,4,"Seven years later, I started high school.",21,28
82244,B2,30,5,"Three years later when I graduated from high school, my grandmother died.",21,28
82244,B2,30,6,In 2007 I started university.,21,28
82244,B2,30,7,DPRinARthe Department of industryCIndustry engineeringCEngineering.,21,42
82244,B2,30,8,"NowPU, I'm ARa graduate.",21,43
1087317,B2,27,0,There was a theaftSPtheft in my city.,15,7
1087317,B2,27,1,The thiefPLthieves brokenVTbroke into the bank byPRthrough ARa window.,15,7
1087317,B2,27,2,"MWSome PeoplesSPpeople callVTcalled the police, a thief was arrestEXwas arrested and two others scapedSPescaped.",15,7
1087317,B2,27,3,"The police found them two days afterWClater.AS withCWith the arrival of the police, they failed to take any moneyPU.",15,7
1109525,B2,28,0,I was born in 1970.,21,-1
1109525,B2,28,1,I graduated from high school when I was 18.,21,28
1109525,B2,28,2,I got my first car after I graduated.,21,28
1109525,B2,28,3,I also got my first job.,21,28
1109525,B2,28,4,"After I got my job, I moved out of my parent's house.",21,28
1109525,B2,28,5,I met my wife at work.,21,40
1109525,B2,28,6,We fell in love and got married in 1995.,21,40
1109525,B2,28,7,I had my first child in 1997.,20,-1
1109525,B2,28,8,Now we have four kids.,20,25
1109525,B2,28,9,RS,9,8
913898,B2,28,0,I was born in 1976.,21,-1
913898,B2,28,1,I graduated from high schollSPschool when I was 19.,21,28
913898,B2,28,2,I got my first car after I got my first job.,21,28
913898,B2,28,3,"AfterMW that, I met my wife and we fell in love.",21,40
913898,B2,28,4,"When I got a new job, I moved out of my parents' house.",21,28
913898,B2,28,5,After DI got married in 2011.,21,40
913898,B2,28,6,We have no children yet!,20,-1
1133664,B2,26,0,I am writing to recommend Anna Busch.,21,8
1133664,B2,26,1,I work with Ms. Busch over 5 years.,21,42
1133664,B2,26,2,"She is very helpful, learnAGlearns quickly and is hardworking.",21,36
1133664,B2,26,3,"When you have ARa questonSPquestion, you can contact me under xxx.xxxxxx.xxx Best wishes, aCA.Strauch",21,5
474110,B2,25,0,Helo.,-1,8
474110,B2,25,1,I am a manager.,21,42
474110,B2,25,2,I like my job.,21,-1
474110,B2,25,3,It is very intresting because I often go on bisness trips and I have deffrent meetings with many funny people.,21,-1
474110,B2,25,4,I always busy and I never take breaks.,5,36
474110,B2,25,5,"I usually talk to people on a phone, wrihte emails and have meetings.",21,27
894533,B2,27,0,Last night in the smolSPsmall town Polyrnuy was ARa thestSPtheft RS.,9,-1
894533,B2,27,1,Unknown person broke into shop PRat 2 o'clock Da.m.,15,7
894533,B2,27,2,and stole three water bottles RS.,15,7
894533,B2,27,3,The police arrived in the morning and they declare quot;that it was so stupid thestSPtheftquot;.,15,7
894533,B2,27,4,Three days later thiesSPthieves wasWCwere arrested when he tryed break into the same shop.,15,7
1150523,B2,26,0,"january, CJanuary, 06.01.14 Dear Mr. JohnasenPU, I'm writingPR to you because i'mWCI workingVTworked PRfor two years with Mrs.Eling.",9,-1
1150523,B2,26,1,"Mrs Eling is a very good worker, she works very hard and fast.AS And she is so creative, orginizedSPorganized and a good teamplayerSPteam player.",21,36
1150523,B2,26,2,Her team loveAGloves her.,21,-1
1150523,B2,26,3,"If you like more news about Mrs Eling RS,AS always contact me.",9,27
1150523,B2,26,4,Greetings carinaCCarina Bechtel,-1,1
1005151,B2,26,0,"January 18, 2014 Dear Mr. Smith, I' RSm writing to recommend Bodo Mller.",-1,8
1005151,B2,26,1,I worked together with Mr. Mller for five years at Water Company.,21,42
1005151,B2,26,2,He was our best sales assistant.,21,-1
1005151,B2,26,3,"Mr. Mller was hardworking and every time helpfulWOhelpful every timePU, and very friendly to our customers.",21,36
1005151,B2,26,4,I' m only canWCI recommend him.,21,16
1005151,B2,26,5,"Sincerely, Grit Borke Henning General Manager Water Company",21,-1
411009,B2,32,0,Hi !!,12,1
411009,B2,32,1,This is my friend.,17,-1
411009,B2,32,2,She has long brown hair.,1,4
411009,B2,32,3,She's wearing a white shirt and a pink long short.,1,14
411009,B2,32,4,The other picture is my boyfriend.,17,-1
411009,B2,32,5,He has long blond hair and he's wearing a black glasses.,1,4
411009,B2,32,6,The third picture is my friends.,17,-1
411009,B2,32,7,Suzy and Mike.,17,-1
411009,B2,32,8,Suzy and Mike are happy.,17,29
411009,B2,32,9,Suzy is tall and she has a brown hair.,1,4
411009,B2,32,10,She's wearing a beige pull and a confortable trousers.,1,14
411009,B2,32,11,Her boyfriend is tall and he's wearing a grey pull with a beige and red scarf.,1,4
411009,B2,32,12,Bye,2,0
901487,B2,27,0,There was a murder in my city last year.,15,7
901487,B2,27,1,"A secretary was killed by thief in the park, after being kidnapped in mall parking lot.",15,7
901487,B2,27,2,The police found her body inside your own car the nest day in the park with signs of violence.,15,7
901487,B2,27,3,A week later the police arrested the thief who confessed to the crime alleging that the victim reacted to the robbery.,15,7
816225,B2,28,0,I was born in 1983.,21,-1
816225,B2,28,1,I got my first car after 27 yearPLyears.,21,28
816225,B2,28,2,"I got my job in 2001 at a Brazilian company in Maca RS/PU, Rio de Janeiro.",21,3
816225,B2,28,3,I graduated when I was 27 and met Juliana at the MetodistSPMethodist churchCChurch.,21,28
816225,B2,28,4,We fell in love and we got married in 2012.,21,40
816225,B2,28,5,"After 2 yearPLyearsPU, we had a son.",20,-1
578108,B2,26,0,"MWHi/Hello, Daily routines of my family Sean He plays the Dbasketball every afternoon, plays computer games at a D6 pm and watches movies on Saturdays at 5pm.",23,19
578108,B2,26,1,"RS Granny She does laundry on tuesdayCTuesday afternoon, does gardening in the morning and sets the table at 6pm.",22,13
578108,B2,26,2,"RS Luan My routinesWCroutine is PRto feed the dog at 8am every day, walk the dog in the afternoon and feed the dog again at 5pm every day.%%MW Bye/Thanks/Regards",4,9
345099,B2,26,0,"Dear, I will go on business trip next month, please help me to take care of children.",21,-1
345099,B2,26,1,"Sean plays basketball every afternoon, he plays computer games at 6pm, he watches movies on Saturday at 5pm.",23,19
345099,B2,26,2,"Granny does laundry on Tuesday afternoon, she does gardening in the morning, she sets the table at 6pm.",22,13
345099,B2,26,3,"I feed the dog at 8am everyday, I walk the dog in the afternoon, I feed the dog again at 5pm every day.",4,9
345099,B2,26,4,Best regards Yang zhongwei,-1,5
893836,B2,27,0,"The Dlast CLast FridayPU, MWthere was a theft in my neighboor.",15,7
893836,B2,27,1,SPneighborhood.,-1,38
893836,B2,27,2,The thieves brook SPbroke into the house at 11:00 a.m.D and stole all ARthe appliances of PRfrom the house.,15,7
893836,B2,27,3,"Then, at 1:00 p.m.D came the policceSPpolice officers and did a report of the crime.",15,7
893836,B2,27,4,"On Sunday morning, the policceSPpolice arrested two people who could be the DresponsiblesSPresponsible of PRfor the crime.",15,7
877302,B2,26,0,You feed the dog at 7:30 and 8pm every day.,4,9
877302,B2,26,1,Walk the dog in ARthe afternoon.,4,9
877302,B2,26,2,Do the housework in the morning.,22,13
877302,B2,26,3,Make dinner at 6PM RS.,24,20
877302,B2,26,4,"Set the table at 18:30 RS, I should be back at that time.",24,20
877302,B2,26,5,Do the laundry every day.,22,13
877302,B2,26,6,I like wearing clean clothesPU.,6,14
877302,B2,26,7,Mop the floor every Saturday.,22,13
877302,B2,26,8,Go shopping with me every Sunday.,-1,12
88932,C1,35,0,"Yes, Jeff is right.",-1,8
88932,C1,35,1,The monkeys are so cute!,-1,-1
88932,C1,35,2,They very playful.,-1,34
88932,C1,35,3,They like bananas.,-1,39
88932,C1,35,4,The monkeys are smaller than most safari animals.,-1,-1
88932,C1,35,5,"They are smaller than lions, giraffes, tigers and also elephants.",-1,-1
88932,C1,35,6,"I like monkeys, but I don't want Dhave one.",-1,-1
88932,C1,35,7,I think they are very noisy.,-1,-1
970288,C1,36,0,"Hello Jenny, i'mSPI'm writing to you from my house, due toWCbecause  iCI want to goMW on a  vacation for one Da week.",-1,31
970288,C1,36,1,"youCYou asked me about my routine,AS well... in CIn the morning RS, iCI often water the plants at 8 am and feed the birds everyday.AS onCOn Tuesday and Thursday PU, you also WCneed to check water for birds RS.AS ifCIf the weather not inWCthere is no  rain, the dogs like to go for a walk twice a day.%%i often play games with them RS,AS it's very funny RS.AS inCIn the afternoon, iCI will feed the fish three times a week.AS feedCFeed the dogs often in the night everyday but trash on Tuesday night.AS cleanCClean the house and sweep the floor twice a week.",4,9
231011,C1,36,0,"Hi, John!",12,1
231011,C1,36,1,"It's your plan on aEXschedule task for this week.You need ISto water the plants every day, water you'll findEXyou can get the water in XCfrom the kitchen.",4,9
231011,C1,36,2,"AlsoIS, you must walk the dogs twice time D a day.",4,9
231011,C1,36,3,Don't forget ISto play with dogs but not ISin a rainy day.,4,26
231011,C1,36,4,"Every dayIS, you need ISto feed the dogs at night and birds at 9 am.",4,9
231011,C1,36,5,Don't forget to check the water ISfor birds three time XCtimes  on XCin a week.,4,9
231011,C1,36,6,"ByeIS,Andrew",2,0
229816,C1,38,0,"Title: Day the Day with Maxwell Author: John Maxwell Type of story: Improve your Life Setting: offices, room etc.",18,12
229816,C1,38,1,"Main characters: John Maxwell Plot: days of the year John Maxwell wrote a very good book called, Day the Day with Maxwell.",18,12
229816,C1,38,2,"It is a true story, that began when Maxwell was young.",18,-1
229816,C1,38,3,"He improve your life, reading a lot of books and hearing a lot of leaders of company.",21,-1
229816,C1,38,4,"Today, he is specialist in training of leaders of world.",21,-1
229816,C1,38,5,He make lectures to big company in the world.,21,-1
784490,C1,35,0,"I first met my colleague, Rodrigo, when iCI wasMW studying at ARthe university of medicine.",21,40
784490,C1,35,1,"I was atPRin ARthe class room alone, when he arrived talkWCtalking about atARa teacher yesterdayD.",21,43
784490,C1,35,2,After that day we are best frendsSPfriends even today.,10,-1
784490,C1,35,3,"Have moments of proof at ARthe university that he only studied with mePU, sometimes otherWCwe would study groupWOstudy in a group.",21,43
784490,C1,35,4,"AtWCDuring holidayPLholidays girlfriend hisWOhe, his girlfriend and I weWCwould go traveledWCtravelling to great places.",-1,-1
399412,C1,37,0,ABC Insurance How did you discover the crime?,15,7
399412,C1,37,1,"Yesterday night, my home was robbed.",15,7
399412,C1,37,2,"First, I came home for dinner then I saw the broken front window and the lock on the door.",15,7
399412,C1,37,3,I saw the thief leaving the side of the house.,15,7
399412,C1,37,4,After he ran down the street.,15,6
399412,C1,37,5,He had a gun in his left hand and a brown backpack on her right shoulder.,15,7
399412,C1,37,6,"He stole my macbook, my smartphone and my gold watch.",15,7
399412,C1,37,7,"Next, I called the police.",15,7
399412,C1,37,8,"macbook = US$ 1,000 smartphone = US$ 600 gold watch = US$ 500",6,17
1085427,C1,35,0,I first met my actual boss when I was ARa student.,21,40
1085427,C1,35,1,Her name is Ana and she was my Tourism teacher from Rural University.,21,2
1085427,C1,35,2,"Nowadays, she coordinate this couseSPcourse.",21,36
1085427,C1,35,3,She always was a demanding teacher and very talented professional.,21,36
1085427,C1,35,4,Three years ago I graduated and then I was aproved SPapproved on ARthe university's exam to be a teacher.,21,28
1085427,C1,35,5,"I was hired and my old teacher, now, was my new boss and best friend.",21,-1
1085427,C1,35,6,Everyday I learn many things with her like how MWI can express myself better to my students and new teaching methodologies.,21,36
1085427,C1,35,7,I'm very proud to work with her.,21,-1
103934,C1,39,0,Hi Mike.,12,1
103934,C1,39,1,Thanks for your letter.,-1,5
103934,C1,39,2,I'm sorry to hear that you are sick.,10,35
103934,C1,39,3,I think you should drink a lot of water and stay in bed as your docter said.,24,6
103934,C1,39,4,I'm happy to tell you that we have a great time.,10,31
103934,C1,39,5,We have a big party and play with my friend for a long time.,8,32
103934,C1,39,6,I'm so sorry that you can't come.,10,35
103934,C1,39,7,But don't be so sad.When you are be better.,-1,-1
103934,C1,39,8,You can come to my home and play with me.,13,-1
103934,C1,39,9,Bye.,2,0
308715,C1,35,0,"Hi Jeff and Amy, My trip was wonderful, I saw some animals in the Africa, but I liked more the monkeys.",-1,-1
308715,C1,35,1,They are very funny.,-1,34
308715,C1,35,2,"The monkeys live in the trees and eat fruits, your favorite is banana.",-1,-1
308715,C1,35,3,"Sometime the monkeys can be as brave as dogs, for exemple when they are with a baby or with fear, but they usually are friendly.",-1,-1
308715,C1,35,4,See you later.,10,16
308715,C1,35,5,Maria,26,8
960351,C1,34,0,"I live in Cologne, Germany.",11,3
960351,C1,34,1,"It is a City Ccity in West Germany, who WCthat lies on the Rhine.",11,3
960351,C1,34,2,In the city it givesWCthere are a lot of parks.,30,37
960351,C1,34,3,There it gives next toWCThere are native birds also parrots.,4,-1
960351,C1,34,4,Additional inhabit the park numerous squirrelsWONumerous squirrels also inhabit the park.,30,37
1206446,C1,33,0,"i'veSPI've visit dubaiSPDubai when iCI was young, it was so beautiful, iCI don't remember too much, but remember some fun things we did in there, iCI wish iCI could visit it again, but not alone, i'mSPI'm not brave enough to travel alone.",31,37
278915,C1,33,0,"MWDearMom and Dad:PU,I'm going to go in a MusicCmusic FestivalCfestival.",13,11
278915,C1,33,1,"I'm going to campingWCcamp, so, I'm needingWCtaking a tent, a flashlight, COanda sleeping bag.",-1,-1
278915,C1,33,2,"Maybe it'll rain, so, i'm CI'm going to buy WCtakean umbrella.",3,26
278915,C1,33,3,ARTheTickets Ctickets will Dstart PRat50 pounds.,-1,18
278915,C1,33,4,"We're having WCI'm listening toa lot of kinds of music, like rock, pop, COandjazz.",13,22
278915,C1,33,5,I'll have fun.,10,31
278915,C1,33,6,"Kisses.PU,MWYour name",2,0
277617,C1,33,0,"Hi mom and bob, I with my friends in Texas Dallas right now.",11,-1
277617,C1,33,1,I'm very tired I'm going to sleep after one hour.,24,-1
277617,C1,33,2,Tomorrow we will get taxi to a shopping mall.,-1,10
277617,C1,33,3,I'm gonna buy a black T-shirt and shorts.,6,14
277617,C1,33,4,"after 3 days, we're going to travel to Las Vegas.",-1,10
277617,C1,33,5,we're taking a taxi from airport to 4 star hotel.,-1,10
277617,C1,33,6,I think it'll be a little expensive.,16,18
277617,C1,33,7,On Wednesday we're buying some gifts.,-1,12
277617,C1,33,8,We'er going back home after four days.,-1,10
277617,C1,33,9,Bassam,9,8
561021,C1,33,0,"Last year, I fiyWCflew to u.s.WCUSA to visit my friends.",31,-1
561021,C1,33,1,But I got JetCjet lag after ARthe 13-hour flight onWCfrom Taiwan.,31,10
561021,C1,33,2,My friend meetVTmet me in the L.AS A. airport RS.,31,-1
561021,C1,33,3,We took his suvSPSUV starWCto start the u.s.WCUSA journey.,31,-1
561021,C1,33,4,I've seen Sequola National park.,30,37
561021,C1,33,5,There's aARthe Earth'sCearth's LargestClargest TreeCtree and MuleCmule deer and BlackCblack bear in the Kings Canyon.,30,37
561021,C1,33,6,We've worked a trail thought the forest.D and takeVTtook a picnic in the park.,30,-1
561021,C1,33,7,"I haven't been MWto New York city yet, but I want to go inWCon my next trip.",31,37
76496,C1,33,0,"Bogot, june 27 th Hi mom, next month I am going to go to the music festival in Cartagena, the ticket cost Col.$ 100.000.",13,11
76496,C1,33,1,"I will stay to the expensive hotel, named &quot;Las Americas&quot;, I am going to the many restaurants, i could eat fish, rice, shrumb, an drink wine.",-1,39
76496,C1,33,2,"I like many singers like a Fonseca, Juanes, Cabas.",13,22
76496,C1,33,3,"See you soon, A kiss alina",2,16
881207,C1,33,0,I absolutely love traveling.,31,37
881207,C1,33,1,I've traveled to 11 countries.,31,37
881207,C1,33,2,I've seen ARthe Blue Lagoon house and ARthe Tchutchu Falls.,30,37
881207,C1,33,3,"I've camped in ARthe Nacional Park, walked across theTowerSPthe Tower Pink, bought fancy clothersSPclothes and takenVTtook an elephant tour.",-1,37
881207,C1,33,4,"I haven't been to Africa yet, but I really want to go.",31,37
881207,C1,33,5,My trip last month to Thailand was difficult.,31,-1
881207,C1,33,6,The flight took 17 hours.,31,10
881207,C1,33,7,"When I arrived, customs took my cellphone, and I had to buy a new one.",15,7
32816,C1,35,0,"Monkeys is AGarefriendly, they are the friendPLfriends of people.",-1,-1
32816,C1,35,1,And COpeople and monkey is PLmonkeys arealso cute.,-1,-1
32816,C1,35,2,"I like monkeys, Monkeys Cmonkeys is AGarevery smart.",-1,-1
32816,C1,35,3,"even Dthey can learn the Dsimple numbers like people.Monkeys is AGarefriendly, they are not dangerous like lions.",-1,-1
32816,C1,35,4,But CO lions but monkeys aren't clean.,-1,-1
679861,C1,33,0,I've traveled to 5 countries.,31,37
679861,C1,33,1,"I've seen Anne Frank's house and the fabulous Grand Canyon, I've been inPRto New York too.",30,37
679861,C1,33,2,"I MWhave visited Argentina and Munich, Germany.",31,37
679861,C1,33,3,I flew MWin a balloon in Dubai and I liked the Ferrari'sWCFerrari park in AbuAS Dhabi.,31,37
679861,C1,33,4,"I haven''t been to Greece or South Africa, but I really want to go to the bothWOboth the places.",31,37
679861,C1,33,5,I love traveling and seeing new places.,31,37
1167878,C1,34,0,My name is Kirill.,27,2
1167878,C1,34,1,"I was born in Moscow, Russia.",11,3
1167878,C1,34,2,I'd like to travel to Karelja.,31,37
1167878,C1,34,3,Karalja is a north region in Russia.,11,3
1167878,C1,34,4,We have wonderful nature there.,-1,33
1167878,C1,34,5,"There are a lot of lakes and rivers.PU, BigCbig stones and clear water.",-1,37
1167878,C1,34,6,I recommend you travel in kayak on ARthe Pistayoki riverCRiver.,31,-1
1167878,C1,34,7,"You can takeWCexperience oARa lot of adrenaline on the speed og the Driver,CO and catch a lot of fish.",-1,-1
1167878,C1,34,8,You can noWCcannot see any pupilWCpeople PRfor some days.,-1,23
1167878,C1,34,9,"But Ddon'tCDon't go alone, it will be dangerous.",-1,10
1167878,C1,34,10,Take your friends with you.,8,-1
1167878,C1,34,11,"In the evening you can make a fire, play a DgitarSPguitar and drink vodka!",-1,19
1167878,C1,34,12,:)D I am gointSPgoing to Karelja this summer.,31,26
1167878,C1,34,13,RS,9,8
489826,C1,33,0,"DIm going to go to a music festivalD,PU .",13,11
489826,C1,33,1,"DIm taking a tent, T-shirt and shortsD,PU .",-1,-1
489826,C1,33,2,DIm going to listen to pop and dance musicD and DMaybe itll rainDPU .,13,22
489826,C1,33,3,"IS Regards, IS Your name",-1,5
29262,C1,33,0,"Hello mun and dad,I'm going to go to a music festival in the next weekend, July 14th to July 16th.",13,11
29262,C1,33,1,The ticket is 50 pounds.I'm going to listen to pop and dance music.,-1,22
29262,C1,33,2,"I'll MWbe watching Bella, Shavon, Ben and others.I'm camping in the festival.",13,11
29262,C1,33,3,"I'm taking a tent, flaslightSPflashlight, sleeping bag, backpack, toilet paper, towels, waterprofSPwaterproof jacket and water.",-1,-1
